Bristol, Barack Obama, Democrat, 60.68
Kent, Barack Obama, Democrat, 57.73
Newport, Barack Obama, Democrat, 59.47
Providence, Barack Obama, Democrat, 66.53
Washington, Barack Obama, Democrat, 57.07
Federal Precinct, Mitt Romney, Republican, 28.09
Federal Precinct, Other, Other, 100
Federal Precinct, Donald Trump, Republican, 72.77
