Bristol, Hillary Clinton, Democrat, 57.35
Kent, Donald Trump, Republican, 46.72
Newport, Hillary Clinton, Democrat, 55.67
Providence, Hillary Clinton, Democrat, 57.51
Washington, Hillary Clinton, Democrat, 50.84
Federal Precinct, Donald Trump, Republican, 16.26
Federal Precinct, Other, Other, 100
Federal Precinct, George W. Bush, Republican, 70.33
